City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,sirte,31.2089,16.5887,25.28,70,0,3.84,LY,1718821816
280,alofi,-19.0595,-169.9187,19.94,94,8,0.51,NU,1718821816
281,udachny,66.4167,112.4,11.0,66,90,3.09,RU,1718821817
282,nova sintra,14.8667,-24.7167,24.73,81,91,5.24,CV,1718821817
283,chinde,26.8418,88.0763,18.84,98,100,0.39,NP,1718821817
284,uige,-7.6087,15.0613,20.62,36,0,1.38,AO,1718821817
285,ciudad bolivar,8.1222,-63.5497,32.96,45,77,3.23,VE,1718821639
286,jiayuguan,39.8167,98.3,21.0,33,100,6.2,CN,1718821818
287,formosa do rio preto,-11.0483,-45.1931,32.11,28,10,3.89,BR,1718821818
288,swakopmund,-22.6833,14.5333,14.99,82,0,2.24,NA,1718821811
289,arias,-33.6441,-62.4027,17.89,38,2,5.12,AR,1718821819
290,peniche,39.3558,-9.3811,20.16,81,0,7.49,PT,1718821819
291,vilyuysk,63.7553,121.6247,9.28,81,68,4.0,RU,1718821820
292,miles city,46.4083,-105.8406,18.54,42,0,5.66,US,1718821820
293,coahuayana de hidalgo,18.7,-103.6583,30.1,67,90,3.98,MX,1718821820
294,emerald,-23.5333,148.1667,12.23,39,0,2.21,AU,1718821820
295,malmberget,67.1753,20.6549,11.31,94,100,4.63,SE,1718821821
296,lyantor,61.6195,72.1555,5.37,56,3,2.86,RU,1718821821
297,geraldton,-28.7667,114.6,7.23,87,0,3.09,AU,1718821571
298,marka,1.7159,44.7717,25.79,87,91,6.59,SO,1718821822
299,genhe,50.7833,121.5167,6.97,74,3,1.69,CN,1718821822
300,teguise,29.0605,-13.564,20.12,60,40,8.75,ES,1718821823
301,sandnessjoen,66.0217,12.6316,10.29,81,75,4.63,NO,1718821823
302,rabo de peixe,37.8,-25.5833,20.73,99,75,3.6,PT,1718821823
303,tieli,46.95,128.05,17.0,97,100,0.59,CN,1718821823
304,recani,31.2846,-4.2688,36.96,6,0,10.88,MA,1718821824
305,turabah,21.2141,41.6331,32.15,9,14,4.64,SA,1718821824
306,edgewater,28.9889,-80.9023,31.18,70,75,7.72,US,1718821577
307,samraong,12.4526,105.5873,25.67,83,100,1.15,KH,1718821824
308,guanica,17.9716,-66.908,32.51,77,100,6.03,PR,1718821825
309,beolgyo,34.8449,127.3429,19.99,72,100,1.9,KR,1718821825
310,alghero,40.5589,8.3181,28.05,61,20,5.14,IT,1718821825
311,kota belud,6.351,116.4305,25.07,84,100,1.5,MY,1718821613
312,boguchany,58.3814,97.4531,4.0,88,19,3.53,RU,1718821826
313,mitu,1.1983,-70.1733,27.46,90,88,0.41,CO,1718821826
314,malango,-2.9627,119.9001,17.48,97,100,0.85,ID,1718821826
315,coburg,50.2667,10.9667,17.65,73,50,0.45,DE,1718821826
316,le pouliguen,47.2697,-2.4278,18.33,88,1,1.95,FR,1718821827
317,okhotsk,59.3833,143.3,8.4,92,100,2.43,RU,1718821827
318,sheki,41.1919,47.1706,24.43,45,0,3.34,AZ,1718821827
319,upata,8.0086,-62.3989,28.14,64,90,3.13,VE,1718821767
320,sept-iles,50.2001,-66.3821,24.29,81,40,4.12,CA,1718821828
321,tralee,52.2704,-9.7026,14.14,67,0,4.12,IE,1718821828
322,rawson,-43.3002,-65.1023,4.39,93,93,9.06,AR,1718821828
323,nantucket,41.2835,-70.0995,26.16,81,0,6.69,US,1718821828
324,praia da vitoria,38.7333,-27.0667,20.42,77,75,1.84,PT,1718821828
325,ga-kgapane,-23.6333,30.2167,16.04,29,0,1.97,ZA,1718821829
326,ziro,27.6333,93.8333,17.12,100,100,0.75,IN,1718821829
327,lasem,-6.6922,111.4527,23.41,84,50,3.64,ID,1718821829
328,ust'-ilimsk,58.0006,102.6619,12.18,80,100,3.86,RU,1718821829
329,darwin,-12.4611,130.8418,20.99,88,0,1.54,AU,1718821802
330,alta sierra,35.7291,-118.5495,21.17,29,0,3.62,US,1718821830
331,nabire,-3.3667,135.4833,23.6,94,100,1.69,ID,1718821830
332,waseca,44.0777,-93.5074,20.61,73,75,4.12,US,1718821830
333,baiti,13.745,-14.7482,34.37,42,76,1.95,SN,1718821831
334,luderitz,-26.6481,15.1594,15.13,70,0,5.86,NA,1718821831
335,barcelos,41.5388,-8.6151,20.51,86,96,3.35,PT,1718821831
336,la ronge,55.1001,-105.2842,16.14,33,40,6.17,CA,1718821831
337,zhezqazghan,47.7833,67.7667,20.32,26,0,5.0,KZ,1718821831
338,villa gesell,-37.2639,-56.973,16.14,54,82,1.23,AR,1718821781
339,puerto tirol,-27.3722,-59.0821,29.51,69,40,2.57,AR,1718821832
340,jayapura,-2.5333,140.7,23.66,94,85,2.08,ID,1718821832
341,berezovyy,51.6667,135.7,5.33,98,100,1.33,RU,1718821832
342,mount pearl,47.5166,-52.7813,23.03,67,75,3.6,CA,1718821832
343,acapulco de juarez,16.8634,-99.8901,29.9,66,40,3.6,MX,1718821638
344,tolanaro,-25.0319,46.9987,22.04,78,20,10.29,MG,1718821833
345,yushu,44.8,126.5333,18.06,57,90,4.36,CN,1718821833
346,villamaria,5.0449,-75.5146,20.19,83,75,3.09,CO,1718821692
347,belmar,40.1785,-74.0218,34.12,62,0,4.12,US,1718821834
348,celestun,20.8667,-90.4,28.67,81,100,5.11,MX,1718821834
349,teploye,53.6202,37.5903,18.87,88,100,4.5,RU,1718821834
350,cernavoda,44.3667,28.0167,23.58,57,0,4.33,RO,1718821834
351,kualakapuas,-3.0091,114.3876,23.16,97,100,1.13,ID,1718821834
352,big bend,-26.8167,31.9333,16.95,83,0,1.3,SZ,1718821835
353,susuman,62.7833,148.1667,15.14,61,81,0.41,RU,1718821835
354,zorritos,-3.6805,-80.6782,29.16,68,27,4.28,PE,1718821835
355,labytnangi,66.6572,66.4183,3.28,59,3,4.62,RU,1718821835
356,solcava,46.4194,14.6936,28.52,83,100,1.7,SI,1718821836
357,saint-philippe,-21.3585,55.7679,20.77,73,46,4.91,RE,1718821836
358,ormara,25.2088,64.6357,28.97,84,96,7.13,PK,1718821837
359,gamay,12.3854,125.2979,24.64,91,53,1.45,PH,1718821837
360,amlapura,-8.45,115.6167,22.91,81,63,3.43,ID,1718821837
361,mariental,-24.6333,17.9667,14.53,24,0,5.26,NA,1718821837
362,tual,-5.6667,132.75,26.1,77,87,9.29,ID,1718821837
363,siwa oasis,29.2041,25.5195,33.75,20,0,2.65,EG,1718821838
364,turpan,42.9333,89.1667,31.79,20,59,7.68,CN,1718821838
365,carver,44.8,-93.7836,22.07,64,100,2.92,US,1718821838
366,beyneu,45.3167,55.2,31.73,33,100,5.94,KZ,1718821839
367,nova vicosa,-17.8919,-39.3719,26.51,68,6,3.19,BR,1718821839
368,sur,22.5667,59.5289,35.63,35,10,3.44,OM,1718821839
369,greymouth,-42.4667,171.2,4.45,84,93,4.06,NZ,1718821839
370,mosjoen,65.836,13.1908,10.29,71,75,1.03,NO,1718821840
371,hauterive,46.0901,3.4459,22.42,88,96,0.55,FR,1718821840
372,atafu village,-8.5421,-172.5159,28.88,77,37,6.8,TK,1718821840
373,boac,13.4463,121.84,27.36,81,100,1.93,PH,1718821840
374,dubrovnik,42.6481,18.0922,26.8,69,0,5.14,HR,1718821841
375,pati,-6.7559,111.038,21.35,88,1,1.08,ID,1718821841
376,conde,-7.2597,-34.9075,27.7,69,75,7.2,BR,1718821791
377,zinjibar,13.1287,45.3807,31.91,58,75,1.14,YE,1718821841
378,lodwar,3.1191,35.5973,32.59,31,4,2.15,KE,1718821841
379,lobujya,27.95,86.8167,1.71,89,100,2.01,NP,1718821842
380,zelenogorskiy,55.0333,87.0,9.03,91,99,1.55,RU,1718821842
381,nagqu,31.5,92.0,4.94,91,30,2.2,CN,1718821842
382,malanje,-9.5402,16.341,18.53,27,0,1.34,AO,1718821842
383,volksrust,-27.3654,29.8818,7.07,32,0,0.57,ZA,1718821843
384,tulun,54.5611,100.5792,8.5,93,100,4.57,RU,1718821843
385,naberera,-4.2,36.9333,16.52,93,100,4.03,TZ,1718821843
386,veinticinco de mayo,-35.4323,-60.1727,17.21,56,13,1.79,AR,1718821737
387,broken hill,-31.95,141.4333,8.06,88,0,4.55,AU,1718821844
388,vodnyy,63.5046,53.4095,14.99,70,100,3.53,RU,1718821844
389,olyokminsk,60.3736,120.4264,8.87,87,8,1.66,RU,1718821844
390,tacoma,47.2529,-122.4443,22.44,63,0,3.6,US,1718821688
391,weno,7.4515,151.8468,27.97,83,100,3.6,FM,1718821845
392,biryusinsk,55.9634,97.8235,7.0,86,100,2.79,RU,1718821845
393,kupiskis,55.8333,24.9667,13.65,95,100,3.11,LT,1718821845
394,ashland,40.8167,-82.2665,31.68,80,100,3.34,US,1718821643
395,kapit,2.0167,112.9333,23.35,99,86,0.41,MY,1718821845
396,zhanaozen,43.3,52.8,29.25,35,77,3.25,KZ,1718821846
397,marica,-22.9194,-42.8186,29.97,64,0,2.57,BR,1718821846
398,lazaro cardenas,17.9583,-102.2,28.85,75,77,6.74,MX,1718821846
399,singaraja,-8.112,115.0882,24.1,78,40,2.12,ID,1718821846
400,afif,23.9065,42.9172,32.66,7,0,3.82,SA,1718821847
401,howrah,22.5892,88.3103,29.0,84,40,4.63,IN,1718821847
402,mawu,29.5923,107.3139,20.53,99,100,0.68,CN,1718821847
403,maqat,47.65,53.3167,29.11,46,100,4.81,KZ,1718821847
404,gamba,-2.65,10.0,22.64,88,97,3.51,GA,1718821847
405,pandan,14.0453,124.1694,26.47,88,100,1.8,PH,1718821848
406,callao,-12.0667,-77.15,19.29,88,100,2.06,PE,1718821729
407,celina,40.5489,-84.5702,33.26,57,100,1.86,US,1718821588
408,ghat,24.9647,10.1728,34.53,10,0,6.07,LY,1718821849
409,prineville,44.2999,-120.8345,23.06,29,0,2.57,US,1718821616
410,waingapu,-9.6567,120.2641,21.89,85,30,3.44,ID,1718821849
411,yaren,-0.5472,166.916,28.54,75,96,4.43,NR,1718821837
412,chardara,41.2547,67.9692,28.79,33,12,3.9,KZ,1718821850
413,leshan,29.5623,103.7639,22.91,93,100,0.95,CN,1718821850
414,coquimbo,-29.9533,-71.3436,17.85,72,0,4.12,CL,1718821397
415,sabang,5.8933,95.3214,29.16,74,100,8.25,ID,1718821851
416,hailar,49.2,119.7,16.42,90,100,5.58,CN,1718821851
417,aksu,41.1231,80.2644,24.92,32,6,1.32,CN,1718821851
418,wanning,18.8003,110.3967,27.56,89,100,3.46,CN,1718821851
419,sagua de tanamo,20.5819,-75.2414,30.26,74,100,1.85,CU,1718821852
420,tubmanburg,6.8708,-10.8172,24.46,94,100,1.92,LR,1718821852
421,aleksandrovsk-sakhalinskiy,50.8975,142.1561,9.39,89,100,1.48,RU,1718821852
422,strezhevoy,60.7333,77.5889,3.83,60,0,2.19,RU,1718821853
423,ad dilam,23.9915,47.1627,37.23,8,0,2.12,SA,1718821853
424,razampeta,14.1833,79.1667,31.88,47,100,4.02,IN,1718821853
425,shetpe,44.1667,52.1167,27.02,46,59,0.9,KZ,1718821854
426,bardai,11.65,7.2333,30.32,48,46,4.82,NG,1718821854
427,borskoye,53.0333,51.7167,19.34,87,98,5.48,RU,1718821854
428,tanjung pandan,-2.75,107.65,26.51,86,100,3.3,ID,1718821854
429,isfara,40.1265,70.6253,27.15,29,0,2.21,TJ,1718821855
430,puerto san jose,13.9256,-90.8244,25.34,90,100,2.79,GT,1718821855
431,nyagan,62.1406,65.3936,8.1,55,15,2.47,RU,1718821855
432,hotan,37.0997,79.9269,24.62,32,100,3.27,CN,1718821628
433,colares,38.7992,-9.4469,20.82,74,20,7.15,PT,1718821856
434,buala,-8.145,159.5921,27.58,82,100,5.59,SB,1718821856
435,yeppoon,-23.1333,150.7333,9.58,52,0,1.22,AU,1718821856
436,barra do corda,-5.5,-45.25,34.93,29,23,3.3,BR,1718821856
437,santana,-0.0583,-51.1817,32.1,70,40,4.63,BR,1718821857
438,twon-brass,4.3151,6.2418,27.28,80,27,3.52,NG,1718821857
439,mananjary,-21.2167,48.3333,20.22,77,33,1.64,MG,1718821857
440,kone,-21.0595,164.8658,14.68,84,0,1.28,NC,1718821857
441,goundam,16.4145,-3.6708,41.16,14,8,2.51,ML,1718821858
442,ulladulla,-35.35,150.4667,5.05,72,0,2.29,AU,1718821858
443,kankan,10.3854,-9.3057,28.96,61,60,2.49,GN,1718821858
444,hvardiiske,45.1209,34.0185,22.6,56,0,2.72,UA,1718821858
445,carutapera,-1.195,-46.02,28.6,74,2,4.75,BR,1718821858
446,santona,43.4439,-3.4576,20.17,84,42,4.27,ES,1718821859
447,kerema,-7.9631,145.7785,24.17,87,100,2.4,PG,1718821859
448,abbeville,50.1,1.8333,18.6,83,44,6.38,FR,1718821859
449,sarandi del yi,-33.35,-55.6333,20.21,68,17,3.5,UY,1718821859
450,ayr,55.4627,-4.6339,15.94,63,20,6.17,GB,1718821860
451,chazuta,-6.5742,-76.1367,35.47,52,24,1.77,PE,1718821860
452,sola,-13.8833,167.55,27.16,78,100,8.52,VU,1718821860
453,okha,53.5739,142.9478,5.8,95,100,2.59,RU,1718821860
454,hounde,11.5,-3.5167,35.02,39,60,2.47,BF,1718821634
455,bugul'ma,54.55,52.8,16.82,96,100,6.23,RU,1718821861
456,santa elena de uairen,4.6167,-61.1333,24.79,72,39,4.7,VE,1718821861
457,barranca,-10.75,-77.7667,19.49,73,100,4.83,PE,1718821862
458,bandarbeyla,9.4942,50.8122,25.83,86,51,12.74,SO,1718821862
459,montepuez,-13.1256,38.9997,21.62,79,100,2.17,MZ,1718821862
460,valga,57.7778,26.0473,13.89,90,100,1.34,EE,1718821863
461,adrar,20.5022,-10.0711,38.37,12,0,4.77,MR,1718821863
462,dizangue,3.7667,9.9833,27.64,97,92,1.66,CM,1718821863
463,coxen hole,16.3244,-86.5366,33.6,55,0,6.69,HN,1718821863
464,saint-pierre,-21.3393,55.4781,20.82,64,100,1.54,RE,1718821864
465,petawawa,45.9001,-77.3328,31.44,58,75,4.12,CA,1718821864
466,karratha,-20.7377,116.8463,20.49,70,75,7.42,AU,1718821864
467,torrevieja,37.9787,-0.6822,26.68,49,38,4.47,ES,1718821864
468,kashgar,39.4547,75.9797,26.56,27,40,4.0,CN,1718821865
469,cifteler,39.3831,31.0392,23.32,54,100,5.81,TR,1718821865
470,bordighera,43.7806,7.6645,27.34,60,99,2.24,IT,1718821865
471,crane,31.3974,-102.3501,31.8,40,4,9.39,US,1718821865
472,cambria,35.5641,-121.0808,28.09,55,2,4.57,US,1718821866
473,sal rei,16.1833,-22.9167,24.23,86,100,5.53,CV,1718821866
474,fort st. john,56.2499,-120.8529,18.94,42,75,3.09,CA,1718821866
475,sisli,41.0605,28.9872,24.43,65,0,7.2,TR,1718821866
476,nkhata bay,-11.6066,34.2907,21.41,73,0,1.39,MW,1718821867
477,kiranur,10.5699,78.7868,26.84,87,100,4.01,IN,1718821867
478,longboat key,27.4125,-82.659,32.29,66,75,5.66,US,1718821831
479,sao jose da coroa grande,-8.8978,-35.1478,26.26,79,91,5.12,BR,1718821867
480,brisas barra de suchiate,14.55,-92.2167,28.1,94,100,3.98,MX,1718821868
481,malvan,16.0667,73.4667,28.2,78,100,3.49,IN,1718821868
482,kiruna,67.8557,20.2251,10.51,87,100,3.6,SE,1718821868
483,manorville,40.8737,-72.8079,31.27,76,0,6.17,US,1718821868
484,saudarkrokur,65.7461,-19.6394,5.43,95,100,2.77,IS,1718821869
485,inarajan village,13.2736,144.7484,28.08,89,26,4.69,GU,1718821869
486,yerofey pavlovich,53.9667,121.9667,6.8,94,2,1.34,RU,1718821869
487,stepnoye,51.4,46.8667,19.47,74,10,3.7,RU,1718821869
488,nogliki,51.8333,143.1667,6.65,92,100,2.22,RU,1718821598
489,isangel,-19.55,169.2667,22.57,85,0,4.46,VU,1718821870
490,harper,4.375,-7.7169,25.48,86,100,4.26,LR,1718821870
491,richards bay,-28.783,32.0377,19.46,84,28,3.49,ZA,1718821870
492,qala i naw,34.9874,63.1289,26.67,24,2,2.71,AF,1718821870
493,namibe,-15.1961,12.1522,17.78,90,16,1.81,AO,1718821871
494,taroa,8.7058,171.2275,28.27,77,44,7.53,MH,1718821871
495,kourou,5.1552,-52.6478,31.03,69,56,4.01,GF,1718821871
496,veraval,20.9,70.3667,30.1,79,56,7.77,IN,1718821871
497,al wajh,26.2455,36.4525,31.97,55,0,4.12,SA,1718821872
498,lagunas,-5.2269,-75.6753,33.96,45,70,0.18,PE,1718821872
499,yamba,-5.9,22.3,24.06,39,2,1.38,CD,1718821872
500,yaring,6.8662,101.3689,25.17,88,100,2.28,TH,1718821872
501,mirnyy,62.5353,113.9611,9.49,78,100,4.3,RU,1718821873
502,pokhara,28.2333,83.9833,21.54,76,50,1.95,NP,1718821873
503,the bottom,17.6259,-63.2492,31.31,75,100,7.92,BQ,1718821873
504,falun,60.6036,15.626,19.97,38,5,4.03,SE,1718821873
505,manjeshvar,12.7,74.8833,24.66,83,100,0.42,IN,1718821873
506,alpena,45.0617,-83.4327,34.18,45,0,7.2,US,1718821874
507,alakurtti,66.9672,30.3491,13.21,91,2,1.68,RU,1718821874
508,saulkrasti,57.2622,24.4147,14.97,87,100,4.62,LV,1718821874
509,cafayate,-26.073,-65.9761,22.46,6,0,1.89,AR,1718821829
510,hithadhoo,-0.6,73.0833,28.54,70,75,2.29,MV,1718821875
511,torrington,41.8007,-73.1212,34.44,64,100,0.89,US,1718821641
512,frolovo,49.7713,43.6622,18.55,62,0,3.29,RU,1718821875
513,fortuna,40.5982,-124.1573,14.19,93,75,0.0,US,1718821875
514,krasnoural'sk,58.3638,60.0407,17.54,99,100,3.24,RU,1718821876
515,kailua-kona,19.6406,-155.9956,28.11,83,75,0.89,US,1718821876
516,ugoofaaru,5.6667,73.0,28.83,79,100,6.93,MV,1718821876
517,zango,13.0515,8.4877,35.96,24,6,3.68,NG,1718821876
518,kidal,18.4411,1.4078,39.61,6,4,4.54,ML,1718821876
519,lata,40.1629,-8.3327,19.49,68,61,2.96,PT,1718821877
520,borger,52.9233,6.7931,17.15,73,10,2.87,NL,1718821877
521,chita,52.0333,113.55,12.94,58,40,2.0,RU,1718821878
522,brookings,44.3114,-96.7984,19.49,69,75,1.54,US,1718821878
523,salinopolis,-0.6136,-47.3561,28.21,78,0,6.54,BR,1718821878
524,nouadhibou,20.931,-17.0347,23.99,64,80,8.75,MR,1718821878
525,nandgaon,20.3167,74.65,26.09,75,100,7.41,IN,1718821879
526,port douglas,-16.4833,145.4667,18.56,79,3,1.97,AU,1718821879
527,ivdel',60.6911,60.4206,13.19,84,100,1.96,RU,1718821879
528,yerba buena,-26.8167,-65.3167,20.65,62,6,2.81,AR,1718821879
529,champerico,14.3,-91.9167,23.96,96,100,3.96,GT,1718821880
530,mili,6.0815,171.735,28.63,77,20,7.72,MH,1718821880
531,liboro,13.8245,122.7295,26.45,85,77,1.59,PH,1718821880
532,chu,43.5983,73.7614,24.53,37,7,6.05,KZ,1718821880
533,sidi slimane,34.2648,-5.926,21.64,56,0,6.14,MA,1718821881
534,amuntai,-2.4177,115.2494,22.15,99,100,0.48,ID,1718821881
535,gurupi,-11.7292,-49.0686,33.88,28,0,2.62,BR,1718821881
536,pontianak,-0.0333,109.3333,23.99,100,100,0.0,ID,1718821881
537,montevideo,-34.8335,-56.1674,19.01,68,40,1.34,UY,1718821715
538,akrehamn,59.2667,5.1833,13.89,66,0,5.14,NO,1718821882
539,sambava,-14.2667,50.1667,22.79,80,53,6.39,MG,1718821883
540,kruisfontein,-34.0033,24.7314,9.94,91,1,2.74,ZA,1718821883
541,iznalloz,37.3926,-3.5276,20.41,59,16,5.19,ES,1718821883
542,kudahuvadhoo,2.6708,72.8944,28.74,75,100,5.52,MV,1718821883
543,rumbek,6.802,29.6912,23.62,85,37,2.53,SS,1718821884
544,saint-louis,16.3333,-15.0,36.8,42,100,10.11,SN,1718821884
545,boende,-0.2167,20.8667,26.45,57,25,0.33,CD,1718821884
546,vilyuchinsk,52.9306,158.4028,6.15,89,27,0.51,RU,1718821884
547,mana,5.6592,-53.7767,28.28,76,35,5.09,GF,1718821885
548,wad az zaki,14.4619,32.2065,35.75,32,0,2.77,SD,1718821885
549,suva,-18.1416,178.4415,23.71,100,40,1.54,FJ,1718821885
550,verdal,63.7933,11.4817,11.02,85,100,3.02,NO,1718821886
551,belmonte,-15.8631,-38.8828,26.15,69,3,2.9,BR,1718821886
552,borba,-4.3878,-59.5939,29.82,63,100,0.95,BR,1718821886
553,ake-eze,5.9168,7.6762,25.33,93,93,1.93,NG,1718821886
554,mweka,-4.85,21.5667,23.72,40,2,0.74,CD,1718821886
555,majene,-3.5403,118.9707,23.43,86,96,5.98,ID,1718821887
556,sergach,55.5308,45.4661,15.81,89,0,3.19,RU,1718821887
557,oranjemund,-28.55,16.4333,13.78,86,0,5.62,NA,1718821887
558,bangor,54.6534,-5.669,19.73,61,82,2.06,GB,1718821776
559,saint-joseph,-21.3667,55.6167,20.21,72,19,5.11,RE,1718821888
560,ambovombe,-25.1667,46.0833,20.54,81,0,2.16,MG,1718821888
561,roma,43.2128,-75.4557,32.63,67,20,3.09,US,1718821558
562,dalbandin,28.8947,64.4101,32.31,10,0,3.91,PK,1718821889
